,Y
2013-01-01,287.0347041394266
2013-01-02,110.59568169515362
2013-01-03,305.7037439649381
2013-01-04,322.8751806202471
2013-01-05,581.4517002912537
2013-01-06,323.90392405630973
2013-01-07,322.64799246996853
2013-01-08,30.55685246848008
2013-01-09,582.6092814370467
2013-01-10,-1.366803369019886
2013-01-11,235.77001220401615
2013-01-12,-630.5593635181301
2013-01-13,-684.5679228402795
2013-01-14,-615.1212320587363
2013-01-15,-438.5963816236325
2013-01-16,-85.69570534117841
2013-01-17,110.0802417587159
2013-01-18,-147.1938631202652
2013-01-19,159.41225757149533
2013-01-20,136.46138893751558
2013-01-21,-85.13264858710002
2013-01-22,-161.150701716635
2013-01-23,-294.1814676961665
2013-01-24,124.39217190914177
2013-01-25,3.7171268334087166
2013-01-26,280.668505381417
2013-01-27,381.99945115184727
2013-01-28,886.1840396083151
2013-01-29,1005.6506877713377
2013-01-30,1171.0429653724639
2013-01-31,1432.3979240188453
2013-02-01,1140.1917406291936
2013-02-02,1140.2451869066233
2013-02-03,1548.412863920031
2013-02-04,1453.1308472712037
2013-02-05,1300.5378599542023
2013-02-06,918.1832894694372
2013-02-07,1416.5138672649382
2013-02-08,1153.1148984036734
2013-02-09,1385.035745589915
2013-02-10,1822.4261573506249
2013-02-11,1742.742628733771
2013-02-12,1761.7375619799286
2013-02-13,2228.157547134106
2013-02-14,2278.673565998676
2013-02-15,2175.7583405100954
2013-02-16,2406.9367051749414
2013-02-17,2151.992460550988
2013-02-18,2398.368290312561
2013-02-19,2277.045513730894
2013-02-20,2279.4968943617173
2013-02-21,2226.5208631424803
2013-02-22,2047.3776368304202
2013-02-23,1934.5490946414259
2013-02-24,2001.308725537008
2013-02-25,1844.5820289200879
2013-02-26,1958.5180800802116
2013-02-27,2127.9695469942353
2013-02-28,2084.89571311813
2013-03-01,1567.9857637442854
2013-03-02,2013.3781807173893
2013-03-03,1665.174069520467
2013-03-04,2131.9794443573796
2013-03-05,2408.354784169982
2013-03-06,2546.30049483286
2013-03-07,2535.1250839059303
2013-03-08,2134.9349256716287
2013-03-09,2570.4357234285853
2013-03-10,2406.0353222953236
2013-03-11,2744.5359479900235
2013-03-12,1995.7031786767661
2013-03-13,2349.214319673649
2013-03-14,2281.6736113456395
2013-03-15,1966.0409050233425
2013-03-16,2154.1873878158667
2013-03-17,2492.3454444293616
2013-03-18,2617.3194346071377
2013-03-19,2543.7449301621086
2013-03-20,2832.8122326090524
2013-03-21,3293.118127371775
2013-03-22,2969.590474784209
2013-03-23,2988.7345365386263
2013-03-24,2652.610077012549
2013-03-25,2890.521130097818
2013-03-26,3196.6988875649204
2013-03-27,3119.549965446201
2013-03-28,3174.7523715437646
2013-03-29,3057.855715466421
2013-03-30,3483.1253027369744
2013-03-31,3592.551651986109
2013-04-01,3571.3382924179564
2013-04-02,4030.9320128646423
2013-04-03,4079.3045673507618
2013-04-04,4193.778951275364
2013-04-05,3413.3429396816227
2013-04-06,3991.5038651674736
2013-04-07,4386.6001527975195
2013-04-08,4294.954615126218
2013-04-09,4848.126890566896
2013-04-10,4799.389990666369
