,y
2013-01-01,1.6243453636632417
2013-01-02,1.3374580227458146
2013-01-03,0.7843957095721383
2013-01-04,-0.4016744313097895
2013-01-05,0.21520901796592773
2013-01-06,-1.9878054070641076
2013-01-07,-0.6737441006686098
2013-01-08,-1.2152137860667112
2013-01-09,-0.9824949055395328
2013-01-10,-1.1939535264644991
2013-01-11,0.229653861850726
2013-01-12,-1.5496154248568579
2013-01-13,-2.199799343932875
2013-01-14,-2.746667153922745
2013-01-15,-1.7385526191174272
2013-01-16,-2.6493864702234067
2013-01-17,-2.985075706374233
2013-01-18,-3.946398074385809
2013-01-19,-4.104795196281552
2013-01-20,-3.573720493806012
2013-01-21,-4.573298781647853
2013-01-22,-3.6183866404394998
2013-01-23,-2.5447946484681596
2013-01-24,-1.8103817840341687
2013-01-25,-0.7394514093297464
2013-01-26,-1.191985751019194
2013-01-27,-1.382263493127243
2013-01-28,-2.3628272274668616
2013-01-29,-2.8313074839688563
2013-01-30,-2.4147072862186674
2013-01-31,-3.0344235252927385
2013-02-01,-3.547925848698406
2013-02-02,-4.349473893154108
2013-02-03,-5.366426677977578
2013-02-04,-6.258238080111566
2013-02-05,-6.471321486586982
2013-02-06,-7.651290397272994
2013-02-07,-7.659134337798179
2013-02-08,-6.025126912627572
2013-02-09,-4.9588607422100415
2013-02-10,-4.9050208595041305
2013-02-11,-5.757314303541032
2013-02-12,-6.671397734094457
2013-02-13,-5.178452332857654
2013-02-14,-4.849006417813359
2013-02-15,-5.392249065347027
2013-02-16,-5.3006068102827255
2013-02-17,-3.1919505457513395
2013-02-18,-2.649220227558179
2013-02-19,-1.8812139176409746
2013-02-20,-1.4123620156807277
2013-02-21,-1.653973323581755
2013-02-22,-2.833749929324852
2013-02-23,-3.422773813658444
2013-02-24,-3.773440940092012
2013-02-25,-3.271128463502407
2013-02-26,-2.3401136257692405
2013-02-27,-1.2136054345331837
2013-02-28,-0.6831758600384636
2013-03-01,0.3325354440552546
2013-03-02,-0.2056632221403556
2013-03-03,0.9611851273339145
2013-03-04,1.6988826370708754
2013-03-05,1.570806072847447
2013-03-06,2.0507105336281874
2013-03-07,2.070258344187604
2013-03-08,3.2153092461089616
2013-03-09,4.9654783943624246
2013-03-10,7.524122863729405
2013-03-11,6.676662328398045
2013-03-12,5.117959995917861
2013-03-13,4.290294813770314
2013-03-14,4.252478914868525
2013-03-15,5.10129935936943
2013-03-16,5.5839635478496845
2013-03-17,3.6749980938455975
2013-03-18,2.9983245665984
2013-03-19,3.653917552294324
2013-03-20,3.99789271910676
2013-03-21,4.840086975926077
2013-03-22,4.794215992330311
2013-03-23,4.60192944258262
2013-03-24,4.750880675539596
2013-03-25,5.186961553536117
2013-03-26,5.475080372341017
2013-03-27,5.660694691777269
2013-03-28,5.033815836738368
2013-03-29,5.29038219517652
2013-03-30,5.451416995067311
2013-03-31,6.6170292158473245
2013-04-01,8.052682371191644
2013-04-02,8.548642947288732
2013-04-03,8.30363052827935
2013-04-04,7.628924890131324
2013-04-05,7.913880593496451
2013-04-06,8.034357937448137
2013-04-07,7.7189134582277115
2013-04-08,7.702262338852938
2013-04-09,7.072906473408952
2013-04-10,7.644131832242788
2013-04-11,7.298567671699719
2013-04-12,8.464118984820898
2013-04-13,9.094825250067501
2013-04-14,9.83726648869947
2013-04-15,8.905729162224311
2013-04-16,8.905141581914537
2013-04-17,9.628583515612013
2013-04-18,8.817859848803693
2013-04-19,8.403794302938369
2013-04-20,8.338811036472492
2013-04-21,6.942937281616638
2013-04-22,6.976646279226849
2013-04-23,7.801403686890717
2013-04-24,7.104698903599388
2013-04-25,7.3321850413592955
2013-04-26,6.0530928735834255
2013-04-27,5.7618980551083565
2013-04-28,4.062636805789146
2013-04-29,4.835853374699377
2013-04-30,5.364577112485707
2013-05-01,5.457687224152145
2013-05-02,4.712920334070494
2013-05-03,5.840762359121692
2013-05-04,8.018841122875909
2013-05-05,6.617572712629948
2013-05-06,7.619154406453655
2013-05-07,9.423663264704391
2013-05-08,10.140262543439198
2013-05-09,9.122173125067006
2013-05-10,9.800018420332888
2013-05-11,9.7361171750801
2013-05-12,9.131118203918822
2013-05-13,7.779952439682803
2013-05-14,8.048146019954908
2013-05-15,8.866357210358267
2013-05-16,8.409009151207547
2013-05-17,8.85473414350368
2013-05-18,7.792052617862041
2013-05-19,8.389543331003209
2013-05-20,8.53517174018257
2013-05-21,8.387633761186615
2013-05-22,8.260283472149418
2013-05-23,9.10113912969704
2013-05-24,10.016918851125748
2013-05-25,10.74607692792057
2013-05-26,11.04957902852113
2013-05-27,11.204680665614266
2013-05-28,11.86180930594946
2013-05-29,12.229604431028903
2013-05-30,12.999244919499347
2013-05-31,12.851765151835972
2013-06-01,10.403695134781627
2013-06-02,10.95158250793545
2013-06-03,13.199045906669914
2013-06-04,14.09595140516141
2013-06-05,14.2207313770685
2013-06-06,14.131736148072944
2013-06-07,13.999627865989071
2013-06-08,13.989310208441395
2013-06-09,12.862455241600204
2013-06-10,12.119506166502306
2013-06-11,10.951304062114698
2013-06-12,10.949345274951211
2013-06-13,10.627236570292526
2013-06-14,11.055479398109966
2013-06-15,10.959727954314902
2013-06-16,11.934808024971874
2013-06-17,12.342232428722284
2013-06-18,14.633806088683595
2013-06-19,13.205847290883924
2013-06-20,12.320179055578222
2013-06-21,13.020657145460714
2013-06-22,15.668977590066987
2013-06-23,15.96200637505277
2013-06-24,16.11844748149844
2013-06-25,15.934698671600696
2013-06-26,17.233662565470325
2013-06-27,17.202898158896435
2013-06-28,17.902469463149973
2013-06-29,17.724532271539555
2013-06-30,16.430572518700302
2013-07-01,16.483188188836557
2013-07-02,16.970802931266416
2013-07-03,18.359994755184104
2013-07-04,18.53698268768887
2013-07-05,17.98376170636967
2013-07-06,18.44229271496417
2013-07-07,18.764313000118353
2013-07-08,19.117510453563472
2013-07-09,19.122290478137465
2013-07-10,20.29137432587816
2013-07-11,20.895558339576716
2013-07-12,22.944522980389692
2013-07-13,24.479803200359992
2013-07-14,25.488331392595242
2013-07-15,24.097546530039537
2013-07-16,24.44537418563008
2013-07-17,24.90977275792474
2013-07-18,25.818015782051987
2013-07-19,27.053835616717063
2013-07-20,26.919259165856932
2013-07-21,27.742979668228195
2013-07-22,27.345389826075444
2013-07-23,29.237221491540563
2013-07-24,28.277331517161947
2013-07-25,26.361871131101303
2013-07-26,24.312580605498887
2013-07-27,22.972309990237523
2013-07-28,21.54016896551569
2013-07-29,23.178517101658755
2013-07-30,23.147914154053126
2013-07-31,21.82870743020182
2013-08-01,22.681595968763965
2013-08-02,22.239500293833036
2013-08-03,20.928670608694517
2013-08-04,21.5349459684564
2013-08-05,22.25260686019807
2013-08-06,21.97061222710754
2013-08-07,23.337049505717133
