Date,Close
1991-01-02,1.8319999999999999
1991-01-03,1.7819999999999998
1991-01-04,1.743
1991-01-07,1.785
1991-01-08,1.786
1991-01-09,1.7280000000000002
1991-01-10,1.6980000000000002
1991-01-11,1.695
1991-01-14,1.7280000000000002
1991-01-15,1.72
1991-01-16,1.719
1991-01-17,1.621
1991-01-18,1.567
1991-01-21,1.57
1991-01-22,1.538
1991-01-23,1.385
1991-01-24,1.382
1991-01-25,1.399
1991-01-28,1.381
1991-01-29,1.385
1991-01-30,1.38
1991-01-31,1.38
1991-02-01,1.38
1991-02-04,1.368
1991-02-05,1.37
1991-02-06,1.371
1991-02-07,1.38
1991-02-08,1.365
1991-02-11,1.3530000000000002
1991-02-12,1.348
1991-02-13,1.35
1991-02-14,1.367
1991-02-15,1.385
1991-02-19,1.395
1991-02-20,1.355
1991-02-21,1.334
1991-02-22,1.345
1991-02-25,1.351
1991-02-26,1.355
1991-02-27,1.3559999999999999
1991-02-28,1.3730000000000002
1991-03-01,1.361
1991-03-04,1.355
1991-03-05,1.355
1991-03-06,1.3559999999999999
1991-03-07,1.3630000000000002
1991-03-08,1.359
1991-03-11,1.3619999999999999
1991-03-12,1.375
1991-03-13,1.395
1991-03-14,1.381
1991-03-15,1.385
1991-03-18,1.386
1991-03-19,1.391
1991-03-20,1.376
1991-03-21,1.3969999999999998
1991-03-22,1.385
1991-03-25,1.39
1991-03-26,1.395
1991-03-27,1.395
1991-03-28,1.405
1991-04-01,1.415
1991-04-02,1.42
1991-04-03,1.4169999999999998
1991-04-04,1.403
1991-04-05,1.4
1991-04-08,1.395
1991-04-09,1.391
1991-04-10,1.376
1991-04-11,1.375
1991-04-12,1.376
1991-04-15,1.382
1991-04-16,1.376
1991-04-17,1.3780000000000001
1991-04-18,1.375
1991-04-19,1.355
1991-04-22,1.35
1991-04-23,1.39
1991-04-24,1.38
1991-04-25,1.379
1991-04-26,1.367
1991-04-29,1.374
1991-04-30,1.375
1991-05-01,1.376
1991-05-02,1.3659999999999999
1991-05-03,1.3559999999999999
1991-05-06,1.357
1991-05-07,1.3530000000000002
1991-05-08,1.347
1991-05-09,1.3519999999999999
1991-05-10,1.35
1991-05-13,1.349
1991-05-14,1.349
1991-05-15,1.35
1991-05-16,1.345
1991-05-17,1.3430000000000002
1991-05-20,1.3319999999999999
1991-05-21,1.33
1991-05-22,1.3359999999999999
1991-05-23,1.33
1991-05-24,1.335
1991-05-28,1.331
1991-05-29,1.344
1991-05-30,1.338
1991-05-31,1.3330000000000002
1991-06-03,1.3330000000000002
1991-06-04,1.329
1991-06-05,1.315
1991-06-06,1.297
1991-06-07,1.2830000000000001
1991-06-10,1.287
1991-06-11,1.28
1991-06-12,1.271
1991-06-13,1.2930000000000001
1991-06-14,1.2930000000000001
1991-06-17,1.262
1991-06-18,1.245
1991-06-19,1.215
1991-06-20,1.167
1991-06-21,1.195
1991-06-24,1.1179999999999999
1991-06-25,1.123
1991-06-26,1.1420000000000001
1991-06-27,1.182
1991-06-28,1.208
1991-07-01,1.19
1991-07-02,1.171
1991-07-03,1.1909999999999998
1991-07-05,1.183
1991-07-08,1.198
1991-07-09,1.18
1991-07-10,1.16
1991-07-11,1.157
1991-07-12,1.165
1991-07-15,1.169
1991-07-16,1.205
1991-07-17,1.235
1991-07-18,1.25
1991-07-19,1.247
1991-07-22,1.22
1991-07-23,1.195
1991-07-24,1.216
1991-07-25,1.245
1991-07-26,1.238
1991-07-29,1.225
1991-07-30,1.238
1991-07-31,1.26
1991-08-01,1.255
1991-08-02,1.26
1991-08-05,1.275
1991-08-06,1.286
1991-08-07,1.294
1991-08-08,1.2930000000000001
1991-08-09,1.288
1991-08-12,1.2890000000000001
1991-08-13,1.287
1991-08-14,1.2830000000000001
1991-08-15,1.288
1991-08-16,1.278
1991-08-19,1.294
1991-08-20,1.2930000000000001
1991-08-21,1.3119999999999998
1991-08-22,1.42
1991-08-23,1.5219999999999998
1991-08-26,1.5930000000000002
1991-08-27,1.5759999999999998
1991-08-28,1.578
1991-08-29,1.571
1991-08-30,1.564
1991-09-03,1.556
1991-09-04,1.568
1991-09-05,1.5930000000000002
1991-09-06,1.617
1991-09-09,1.629
1991-09-10,1.683
1991-09-11,1.629
1991-09-12,1.5959999999999999
1991-09-13,1.59
1991-09-16,1.595
1991-09-17,1.598
1991-09-18,1.61
1991-09-19,1.67
1991-09-20,1.742
1991-09-23,1.8
1991-09-24,1.889
1991-09-25,1.899
1991-09-26,1.9180000000000001
1991-09-27,1.92
1991-09-30,1.935
1991-10-01,1.9069999999999998
1991-10-02,1.8940000000000001
1991-10-03,1.891
1991-10-04,1.9040000000000001
1991-10-07,1.913
1991-10-08,1.943
1991-10-09,1.97
1991-10-10,1.9580000000000002
1991-10-11,1.955
1991-10-14,1.982
1991-10-15,1.986
1991-10-16,2.001
1991-10-17,2.0140000000000002
1991-10-18,2.025
1991-10-21,2.013
1991-10-22,1.91
1991-10-23,1.889
1991-10-24,1.7719999999999998
1991-10-25,2.081
1991-10-28,2.106
1991-10-29,2.092
1991-10-30,2.065
1991-10-31,2.046
1991-11-01,2.083
1991-11-04,2.12
1991-11-05,2.0709999999999997
1991-11-06,2.063
1991-11-07,2.082
1991-11-08,2.082
1991-11-11,2.07
1991-11-12,2.055
1991-11-13,2.04
1991-11-14,2.0
1991-11-15,2.04
1991-11-18,2.001
1991-11-19,1.91
1991-11-20,1.9869999999999999
1991-11-21,2.089
1991-11-22,2.086
1991-11-25,2.0780000000000003
1991-11-26,2.066
1991-11-27,2.105
1991-11-29,2.09
1991-12-02,2.1
1991-12-03,2.102
1991-12-04,2.083
1991-12-05,2.024
1991-12-06,1.979
1991-12-09,1.939
1991-12-10,1.93
1991-12-11,1.851
1991-12-12,1.8730000000000002
1991-12-13,1.8359999999999999
1991-12-16,1.834
1991-12-17,1.825
1991-12-18,1.765
1991-12-19,1.7080000000000002
1991-12-20,1.695
1991-12-23,1.3969999999999998
1991-12-24,1.4
1991-12-26,1.381
1991-12-27,1.3780000000000001
1991-12-30,1.38
1991-12-31,1.3430000000000002
1992-01-02,1.305
1992-01-03,1.2990000000000002
1992-01-06,1.278
1992-01-07,1.304
1992-01-08,1.29
1992-01-09,1.2590000000000001
1992-01-10,1.206
1992-01-13,1.234
1992-01-14,1.247
1992-01-15,1.294
1992-01-16,1.35
1992-01-17,1.246
1992-01-20,1.227
1992-01-21,1.228
1992-01-22,1.149
1992-01-23,1.075
1992-01-24,1.046
1992-01-27,1.218
1992-01-28,1.181
1992-01-29,1.18
1992-01-30,1.166
1992-01-31,1.18
1992-02-03,1.176
1992-02-04,1.198
1992-02-05,1.189
1992-02-06,1.183
1992-02-07,1.19
1992-02-10,1.196
1992-02-11,1.13
1992-02-12,1.136
1992-02-13,1.115
1992-02-14,1.079
1992-02-18,1.081
1992-02-19,1.139
1992-02-20,1.145
1992-02-21,1.249
1992-02-24,1.175
