Date,Adj Close
2012-08-19,0.022508319175621905
2012-08-26,-0.011003343929006482
2012-09-02,0.00850791126819872
2012-09-09,0.004218272052238348
2012-09-16,0.008400295882357911
2012-09-23,-0.0006406139845405168
2012-09-30,-0.04584813233431817
2012-10-07,0.003024292062305589
2012-10-14,-0.02177570861306599
2012-10-21,-0.019178153191056313
2012-10-28,-0.015013750295649664
2012-11-04,0.04572852376832559
2012-11-11,-0.02271185005426546
2012-11-18,-0.072566159343738
2012-11-25,0.04449473083329991
2012-12-02,-0.038989068675720495
2012-12-09,-0.006010480188323508
2012-12-16,0.013227359191756438
2012-12-23,0.023871624909037603
2012-12-30,-0.0327867340349457
2013-01-06,0.007156194310755426
2013-01-13,0.003365813080113522
2013-01-20,0.01565398841395549
2013-01-27,0.02311932574087927
2013-02-03,0.0017934144653197759
2013-02-10,-0.013605428136153175
2013-02-17,0.01669680005898244
2013-02-24,-0.0007199281976545402
2013-03-03,0.006844608696997323
2013-03-10,0.0017887928147308774
2013-03-17,0.001428583096684033
2013-03-24,0.00748931210585968
2013-03-31,0.012743307893279265
2013-04-07,0.0031458475979389
2013-04-14,0.003135904153407143
2013-04-21,0.034039502527764
2013-04-28,0.06785359057549467
2013-05-05,0.05347582437841991
2013-05-12,-0.02388772374175241
2013-05-19,0.07416707038672787
2013-05-26,-0.0172068737336889
2013-06-02,0.01838336689102049
2013-06-09,0.0220631344794322
2013-06-16,-0.03560407446755842
2013-06-23,-0.03284908683767629
2013-06-30,0.03817258847919347
2013-07-07,-0.009553979897788056
2013-07-14,0.0426775384192446
2013-07-21,-0.1197085432220183
2013-07-28,0.007006511896629819
2013-08-04,0.008538947030433341
2013-08-11,0.0253995682456698
2013-08-18,-0.020670322250174178
2013-08-25,0.09276736982378808
2013-09-01,-0.03884885009934658
2013-09-08,-0.06736521902200587
2013-09-15,0.06035314039478812
2013-09-22,-0.007266168459803213
2013-09-29,0.014638704210432785
2013-10-06,0.018334684725380024
2013-10-13,0.007378997537517362
2013-10-20,0.024318586195326786
2013-10-27,0.02202549605303039
2013-11-03,-0.005597614141618412
2013-11-10,0.06332671717942628
2013-11-17,0.0015881375987978341
2013-11-24,0.00039462279984947557
2013-12-01,0.014905589542053566
2013-12-08,0.006031779975453899
2013-12-15,-0.04353476168078818
2013-12-22,0.0029981240717766866
2013-12-29,0.013314982123818986
2014-01-05,-0.010190167842021647
2014-01-12,-0.023570941660272737
2014-01-19,0.009433980357163252
2014-01-26,0.011819829552879302
2014-02-02,0.027981437310417023
2014-02-09,-0.03382658986822207
2014-02-16,0.028993229619462157
2014-02-23,0.017139927943563782
2014-03-02,0.008688718729382039
2014-03-09,-0.01070230700780539
2014-03-16,-0.00527700133877429
2014-03-23,0.06525224567891996
2014-03-30,0.003485792842568003
2014-04-06,-0.010669841023386861
2014-04-13,-0.016553786367672574
2014-04-20,0.020402869996584583
2014-04-27,-0.0024992182458174472
2014-05-04,-0.005512525285295666
2014-05-11,-0.003779299033246142
2014-05-18,0.01444079770880835
2014-05-25,0.00728094294190651
2014-06-01,0.02043856757853013
2014-06-08,0.013190113925329428
2014-06-15,-0.006027001196854842
2014-06-22,0.01091448281762264
2014-06-29,0.013675640619119633
2014-07-06,-0.010650984013043319
2014-07-13,0.006937772282416876
2014-07-20,0.06177243138006516
2014-07-27,-0.004251451410741236
2014-08-03,-0.036853915241282564
2014-08-10,0.007932984595632409
2014-08-17,0.03680517506574987
2014-08-24,0.014333601991197042
2014-08-31,0.0062016564788944795
2014-09-07,0.010565729671917934
2014-09-14,0.017207623910549197
2014-09-21,0.017558754866875415
2014-09-28,-0.023358524897088007
2014-10-05,-0.006895212717183852
2014-10-12,-0.04469511708757379
2014-10-19,-0.009084476348134918
2014-10-26,0.05729976639650003
2014-11-02,0.017775976864193188
2014-11-09,0.03684770905284851
2014-11-16,0.018488022567425766
2014-11-23,-0.026167394300354863
2014-11-30,-0.0035432185752213297
2014-12-07,0.012758839600204519
2014-12-14,-0.030359486696418192
2014-12-21,0.015122654706477112
2014-12-28,0.004616127512733437
2015-01-04,-0.023391861646428036
2015-01-11,0.009195868294959109
2015-01-18,-0.020131516572770014
2015-01-25,0.020328839811261545
2015-02-01,-0.1437050149284691
2015-02-08,0.049752569379314604
2015-02-15,0.034425869430245726
2015-02-22,0.006886940051969326
2015-03-01,-0.00022807426411353138
2015-03-08,-0.033979283308143815
2015-03-15,-0.023135166234170335
2015-03-22,0.036249578089540435
2015-03-29,-0.044543005387578716
2015-04-05,-0.016597561491338286
2015-04-12,0.035492731960860224
2015-04-19,-0.00239699462607168
2015-04-26,0.1501682916314755
2015-05-03,0.016503019481721948
2015-05-10,-0.01870126459415944
2015-05-17,0.011518304563553183
2015-05-24,-0.022674795105567136
2015-05-31,-0.0008530227149109448
2015-06-07,-0.015364819879450597
2015-06-14,-0.0036844283867345506
2015-06-21,0.002827842457315599
2015-06-28,-0.018221439943676643
2015-07-05,-0.019000995613903338
2015-07-12,0.0047294914763922336
2015-07-19,0.04505726465013771
2015-07-26,-0.014586110444291811
2015-08-02,0.016543458727165117
2015-08-09,0.0008565180645723203
2015-08-16,0.00556258041016755
2015-08-23,-0.0775740141269361
2015-08-30,0.01996753227818182
2015-09-06,-0.03004774507245145
2015-09-13,0.02041761274639775
2015-09-20,0.0
2015-09-27,0.010579578533111311
2015-10-04,0.037096129893072094
