195,0
560,0
544,0
495,0
527,0
222,0
341,0
449,1
199,1
17,1
315,0
182,1
552,0
491,0
189,0
285,0
161,1
32,1
128,0
509,1
274,1
547,0
209,0
97,0
99,1
13,1
309,0
455,0
353,1
38,1
248,0
483,0
381,0
75,1
233,1
355,0
270,0
408,1
402,0
21,0
36,1
396,0
421,0
380,0
204,0
476,0
291,0
281,0
275,0
62,1
74,0
290,0
67,0
300,1
262,1
106,0
422,0
282,1
545,0
457,0
59,0
444,1
169,0
66,0
461,1
339,1
51,0
371,0
230,1
310,0
555,0
107,0
524,0
152,0
127,1
443,0
19,0
238,0
508,0
499,1
404,0
112,0
52,0
202,1
61,0
144,0
117,1
440,0
188,0
271,0
170,0
260,1
264,1
374,0
306,0
247,0
210,1
426,0
549,0
520,0
328,1
391,0
526,0
503,1
474,0
320,0
564,1
427,0
91,1
423,0
494,0
129,1
478,0
187,0
521,1
159,0
305,0
451,1
93,0
16,1
439,0
530,0
500,0
287,0
83,1
231,0
22,1
352,1
115,0
265,1
184,1
236,1
463,0
324,0
241,0
529,0
331,0
26,1
10,1
557,0
346,0
546,0
218,1
224,0
205,1
425,0
366,1
338,0
313,0
65,1
55,0
400,1
376,0
185,0
407,0
130,0
191,0
121,1
403,0
539,0
373,1
176,0
393,1
276,0
420,0
358,0
345,0
430,1
362,0
432,1
414,1
82,1
395,0
104,0
567,1
9,1
473,0
216,0
496,0
343,1
42,1
172,1
295,0
228,0
175,0
458,0
259,1
73,1
475,0
428,0
207,1
266,0
213,1
465,0
68,0
158,0
437,0
110,0
507,0
200,0
333,0
479,1
100,1
225,0
502,0
340,0
45,1
326,0
70,1
28,1
308,0
171,1
365,1
136,0
388,0
114,0
263,1
387,0
8,1
330,1
108,1
7,1
279,0
558,0
23,1
523,0
517,1
548,0
317,1
148,0
294,0
208,0
516,1
363,0
559,0
411,0
297,1
72,1
272,1
60,0
344,0
566,1
124,0
348,0
370,1
433,1
466,0
336,0
47,1
390,0
58,0
375,0
227,0
125,0
137,0
378,0
135,1
561,0
318,0
150,0
12,1
382,0
118,1
25,1
482,0
514,1
140,0
417,1
24,1
531,0
292,0
484,0
327,0
383,0
249,0
192,0
361,0
456,0
351,1
139,0
447,0
56,1
156,1
94,1
53,1
543,0
145,0
269,0
512,1
322,0
528,0
232,0
34,1
46,0
513,0
535,1
113,0
14,1
181,1
533,1
350,0
221,0
413,0
334,0
80,0
510,0
481,0
79,0
0,1
198,1
49,0
162,1
258,1
252,1
454,0
568,0
234,0
165,0
71,0
392,1
342,0
501,1
445,0
86,1
335,1
563,1
316,0
126,1
359,0
15,1
394,0
143,0
48,0
194,1
44,1
203,1
556,0
424,0
490,0
354,0
369,1
489,1
312,0
497,0
462,0
562,1
54,1
88,0
141,1
190,1
142,0
242,0
3,1
498,1
39,1
78,1
157,0
431,0
504,0
105,1
319,0
250,1
69,0
296,0
487,1
459,0
416,0
168,1
180,1
240,0
367,0
243,0
215,1
132,1
480,0
506,0
223,1
87,1
153,0
525,0
298,0
472,0
96,0
419,0
515,0
109,0
163,0
409,0
229,1
438,0
166,0
206,0
493,0
253,1
349,0
43,1
347,0
77,1
293,0
90,0
149,0
329,1
134,1
27,1
325,0
89,0
441,1
485,0
1,1
173,0
131,1
102,0
550,0
442,0
211,0
453,0
246,0
468,1
435,1
64,1
98,0
33,1
401,0
542,0
267,0
405,0
554,0
302,1
256,1
307,0
337,1
261,1
4,1
311,0
133,0
397,0
146,1
398,0
119,1
217,0
492,1
538,0
183,0
138,1
537,0
5,1
101,0
116,0
360,0
301,0
406,0
164,1
536,1
219,1
284,0
