date,Chicago,Los Angeles,New York
2005-01-01,0.317763,0.7776569999999999,0.6398301249999997
2005-01-03,0.5208335,0.34954700000000005,0.96957225
2005-01-04,0.4770835,0.6266302499999999,0.9052083749999998
2005-01-05,0.3488225,0.6138135000000001,0.769176125
2005-01-06,0.5729165,0.7925964999999999,0.8157607499999995
2005-01-07,0.625,0.5845562500000001,0.7359147500000008
2005-01-08,0.6083335000000001,0.17305225000000002,0.8156248750000005
2005-01-09,0.3979165,0.11598725,0.6190813749999999
2005-01-10,0.5770835,0.157382,0.6687499999999985
2005-01-11,0.5229170000000001,0.14182525,0.7864583749999998
2005-01-13,0.61875,1.36331925,1.0723958749999971
2005-01-14,0.727083,0.8879530000000001,0.6623641249999999
2005-01-15,0.5270835,0.7242755,0.7276041250000002
2005-01-16,0.3729165,0.5910325,0.7105452499999988
2005-01-17,0.45,0.93650375,0.613541625
2005-01-18,0.6187499999999999,0.977499,0.6541667499999998
2005-01-19,0.5770835,0.8397647500000001,0.8352272499999991
2005-01-20,0.46123149999999996,0.95544275,0.6941953750000003
2005-01-21,0.5729165,1.3600095,0.6987996249999997
2005-01-22,0.5645834999999998,1.28813425,0.8203123749999993
2005-01-23,0.4874999999999999,1.2136777499999998,0.5968749999999998
2005-01-24,0.716667,0.9426629999999999,0.7291193749999999
2005-01-25,0.7791665,0.53186,0.8760417500000034
2005-01-26,0.5251815,0.27377725,0.9843749999999996
2005-01-27,0.4041665,0.407542,0.8003790000000004
2005-01-28,0.6875,0.5053647499999999,0.8801263750000006
2005-01-31,0.8499999999999999,0.8004979999999999,0.7994789999999997
2005-02-01,0.48125,1.0381795,1.3515626250000004
2005-02-02,0.817029,0.74660325,1.192359125
2005-02-03,0.8854169999999998,0.9837665000000001,0.9104167500000022
2005-02-04,1.0375,0.86384375,0.7822715
2005-02-05,0.5125,0.7414402499999999,0.7057292500000002
2005-02-06,0.46875,0.3550725,0.8281251250000005
2005-02-07,0.6125,0.4705165,1.1885417500000006
2005-02-08,0.44375,0.59904875,1.4958332499999998
2005-02-09,0.5083335,0.8428442500000001,1.0302518750000005
2005-02-10,0.5541665,0.6538949999999999,0.5859375
2005-02-11,0.5708329999999999,0.2463315,0.4032485000000002
2005-02-12,0.416667,0.17006325,0.5359373749999997
2005-02-13,0.3854165,0.14782625,0.53385425
2005-02-15,0.6791670000000002,0.6247820000000001,0.7135415000000023
2005-02-16,0.4315215,0.6468749999999999,0.7572917500000003
2005-02-17,0.40625,0.50153975,0.592324125
2005-02-18,0.591667,0.20158525,0.5533452499999988
2005-02-19,0.5104165,0.12047100000000001,0.5458331249999999
2005-02-20,0.5354165,0.10185700000000003,0.588020875
2005-02-21,0.608333,0.17395850000000002,0.6317710000000024
2005-02-22,0.5980075,0.21114125000000006,0.7213541250000001
2005-02-23,0.814583,0.20602350000000005,0.6291667500000001
2005-02-24,0.6625000000000002,0.57871375,0.6565931250000012
2005-02-25,0.7083335,0.6981885000000001,0.6461231249999999
2005-02-26,0.361111,0.25407625,0.7203124999999998
2005-02-27,0.5500000000000002,0.3691125,0.5770833749999991
2005-02-28,0.575,0.39759975,0.7807291250000001
2005-03-01,0.4333335,0.36594225,0.6901040000000003
2005-03-02,0.5218255,0.2858695,0.5465908749999997
2005-03-03,0.6854165,0.1905345,0.607812625
2005-03-04,1.1770835,0.26816125,0.6269128749999997
2005-03-05,0.5062499999999999,0.4396285,0.5500001250000003
2005-03-06,0.3625,0.48953800000000003,0.5604167499999998
2005-03-07,0.4604165,0.5770955,0.8031249999999999
2005-03-08,0.4625,0.4463315000000001,0.7187501250000021
2005-03-09,0.536932,0.437319,0.51145825
2005-03-10,0.636111,0.7292575000000001,0.5694206249999998
2005-03-11,0.4700185000000001,0.64117375,0.7004057500000015
2005-03-12,0.40625,0.21852375,0.5875001250000002
2005-03-13,0.4416665,0.097826,0.4989582500000001
2005-03-14,0.8916665000000001,0.30846949999999995,0.499479125000001
2005-03-15,0.4708335,0.45919375,0.5203123749999999
2005-03-16,0.5721015,0.591712,0.558333375
2005-03-17,0.4625000000000001,0.54461025,0.7410443749999993
2005-03-18,0.45625,0.2611865,0.7067030000000002
2005-03-19,0.49375,0.16281700000000002,0.6677083749999999
2005-03-20,0.35208349999999994,0.15629525,0.8515623749999993
2005-03-21,0.43125,0.2669385,0.8520832499999998
2005-03-23,0.4261364999999999,0.149094,0.7928818749999978
2005-03-24,0.7625,0.27019099999999996,0.6963539999999998
2005-03-25,0.48125,0.25452925,0.7597548749999995
2005-03-26,0.4854164999999999,0.41852375,0.6192706249999992
2005-03-29,0.8374999999999998,0.13645825,0.6760417500000027
